subsistence	playerNr	treatment	per	infoChoice	decision	payoff	demonstrator1	demonstrator2	demonstrator3	opt	orderTreatments	age	optDemo1	optDemo2	optDemo3	sumDemoOpt
2	50	2	10	2	2	29	2	2	1	1	2	20	1	1	0	2
2	50	2	11	2	1	15	2	1	1	0	2	20	1	0	0	1
2	50	2	12	1	2	33	2	1	2	1	2	20	1	0	1	2
2	50	2	13	1	2	23	2	2	2	1	2	20	1	1	1	3
2	50	2	14	1	2	68	2	2	2	1	2	20	1	1	1	3
2	50	2	15	2	2	29	2	2	2	1	2	20	1	1	1	3
2	56	1	1	0	1	33	0	0	0	0	2	22	0	0	0	0
2	56	1	2	2	1	44	1	2	1	0	2	22	0	1	0	1
2	56	1	3	2	1	18	2	2	2	0	2	22	1	1	1	3
2	56	1	4	2	2	24	2	2	2	1	2	22	1	1	1	3
2	56	1	5	2	1	50	2	1	2	0	2	22	1	0	1	2
2	56	1	6	2	1	33	2	1	2	0	2	22	1	0	1	2
2	56	1	7	2	1	19	2	1	1	0	2	22	1	0	0	1
2	56	1	8	2	2	51	1	1	2	1	2	22	0	0	1	1
2	56	1	9	2	2	47	2	1	2	1	2	22	1	0	1	2
2	56	1	10	2	2	27	2	1	2	1	2	22	1	0	1	2
2	56	1	11	2	1	29	2	2	2	0	2	22	1	1	1	3
2	56	1	12	2	2	56	2	2	1	1	2	22	1	1	0	2
2	56	1	13	2	2	37	2	1	2	1	2	22	1	0	1	2
2	56	1	14	2	2	32	2	1	2	1	2	22	1	0	1	2
2	56	1	15	2	2	16	2	2	2	1	2	22	1	1	1	3
2	56	2	1	0	1	43	0	0	0	0	2	22	0	0	0	0
2	56	2	2	2	1	35	1	1	1	0	2	22	0	0	0	0
2	56	2	3	2	1	39	2	1	2	0	2	22	1	0	1	2
2	56	2	4	2	1	25	2	1	2	0	2	22	1	0	1	2
2	56	2	5	2	2	37	2	1	2	1	2	22	1	0	1	2
2	56	2	6	2	2	26	2	1	1	1	2	22	1	0	0	1
2	56	2	7	2	1	35	2	1	2	0	2	22	1	0	1	2
2	56	2	8	2	1	37	2	1	2	0	2	22	1	0	1	2
2	56	2	9	2	1	25	1	2	1	0	2	22	0	1	0	1
2	56	2	10	2	2	33	2	2	1	1	2	22	1	1	0	2
2	56	2	11	2	2	51	2	1	1	1	2	22	1	0	0	1
2	56	2	12	2	2	23	2	1	2	1	2	22	1	0	1	2
2	56	2	13	2	1	26	2	2	2	0	2	22	1	1	1	3
2	56	2	14	2	2	42	2	2	2	1	2	22	1	1	1	3
2	56	2	15	2	2	25	2	2	2	1	2	22	1	1	1	3
2	57	1	1	0	1	31	0	0	0	0	2	42	0	0	0	0
2	57	1	2	2	1	40	1	2	1	0	2	42	0	1	0	1
2	57	1	3	2	1	47	2	2	2	0	2	42	1	1	1	3
2	57	1	4	2	1	47	2	2	2	0	2	42	1	1	1	3
2	57	1	5	2	1	9	2	1	2	0	2	42	1	0	1	2
2	57	1	6	2	1	51	2	1	2	0	2	42	1	0	1	2
2	57	1	7	2	1	39	2	1	1	0	2	42	1	0	0	1
2	57	1	8	2	1	27	1	1	2	0	2	42	0	0	1	1
2	57	1	9	2	1	30	2	1	2	0	2	42	1	0	1	2
2	57	1	10	2	1	40	2	1	2	0	2	42	1	0	1	2
2	57	1	11	2	1	16	2	2	2	0	2	42	1	1	1	3
2	57	1	12	2	1	21	2	2	1	0	2	42	1	1	0	2
2	57	1	13	2	1	36	2	1	2	0	2	42	1	0	1	2
2	57	1	14	2	1	57	2	1	2	0	2	42	1	0	1	2
2	57	1	15	2	1	42	2	2	2	0	2	42	1	1	1	3
2	57	2	1	0	2	55	0	0	0	1	2	42	0	0	0	0
2	57	2	2	2	2	40	1	1	1	1	2	42	0	0	0	0
2	57	2	3	2	2	24	2	1	2	1	2	42	1	0	1	2
2	57	2	4	2	2	46	2	1	2	1	2	42	1	0	1	2
2	57	2	5	2	2	31	2	1	2	1	2	42	1	0	1	2
2	57	2	6	2	2	21	2	1	1	1	2	42	1	0	0	1
2	57	2	7	2	2	19	2	1	2	1	2	42	1	0	1	2
2	57	2	8	2	1	29	2	1	2	0	2	42	1	0	1	2
2	57	2	9	2	2	41	1	2	1	1	2	42	0	1	0	1
2	57	2	10	2	2	35	2	2	1	1	2	42	1	1	0	2
2	57	2	11	2	2	32	2	1	1	1	2	42	1	0	0	1
2	57	2	12	2	2	49	2	1	2	1	2	42	1	0	1	2
2	57	2	13	2	2	30	2	2	2	1	2	42	1	1	1	3
2	57	2	14	2	2	33	2	2	2	1	2	42	1	1	1	3
2	57	2	15	2	2	33	2	2	2	1	2	42	1	1	1	3
2	59	1	1	0	1	40	0	0	0	0	2	22	0	0	0	0
2	59	1	2	2	2	36	1	2	1	1	2	22	0	1	0	1
2	59	1	3	2	1	1	2	2	2	0	2	22	1	1	1	3
2	59	1	4	2	1	41	2	2	2	0	2	22	1	1	1	3
2	59	1	5	2	1	45	2	1	2	0	2	22	1	0	1	2
2	59	1	6	2	1	26	2	1	2	0	2	22	1	0	1	2
2	59	1	7	2	1	31	2	1	1	0	2	22	1	0	0	1
2	59	1	8	2	1	26	1	1	2	0	2	22	0	0	1	1
2	59	1	9	2	2	37	2	1	2	1	2	22	1	0	1	2
2	59	1	10	2	1	36	2	1	2	0	2	22	1	0	1	2
2	59	1	11	2	1	36	2	2	2	0	2	22	1	1	1	3
2	59	1	12	2	2	41	2	2	1	1	2	22	1	1	0	2
2	59	1	13	2	2	23	2	1	2	1	2	22	1	0	1	2
2	59	1	14	2	1	16	2	1	2	0	2	22	1	0	1	2
2	59	1	15	2	1	30	2	2	2	0	2	22	1	1	1	3
2	59	2	1	0	1	42	0	0	0	0	2	22	0	0	0	0
2	59	2	2	2	1	23	1	1	1	0	2	22	0	0	0	0
2	59	2	3	2	2	20	2	1	2	1	2	22	1	0	1	2
2	59	2	4	2	1	39	2	1	2	0	2	22	1	0	1	2
2	59	2	5	2	1	28	2	1	2	0	2	22	1	0	1	2
2	59	2	6	2	1	26	2	1	1	0	2	22	1	0	0	1
2	59	2	7	2	2	36	2	1	2	1	2	22	1	0	1	2
2	59	2	8	2	2	27	2	1	2	1	2	22	1	0	1	2
2	59	2	9	2	1	30	1	2	1	0	2	22	0	1	0	1
2	59	2	10	2	2	44	2	2	1	1	2	22	1	1	0	2
2	59	2	11	2	1	38	2	1	1	0	2	22	1	0	0	1
2	59	2	12	2	2	36	2	1	2	1	2	22	1	0	1	2
2	59	2	13	2	2	26	2	2	2	1	2	22	1	1	1	3
2	59	2	14	2	1	28	2	2	2	0	2	22	1	1	1	3
2	59	2	15	2	2	62	2	2	2	1	2	22	1	1	1	3
2	64	1	1	0	1	22	0	0	0	0	1	35	0	0	0	0
2	64	1	2	1	1	27	1	1	1	0	1	35	0	0	0	0
2	64	1	3	1	2	31	2	1	2	1	1	35	1	0	1	2
2	64	1	4	2	2	50	2	1	2	1	1	35	1	0	1	2
2	64	1	5	2	2	51	2	1	2	1	1	35	1	0	1	2
2	64	1	6	2	2	32	2	1	1	1	1	35	1	0	0	1
2	64	1	7	2	2	32	2	1	2	1	1	35	1	0	1	2
2	64	1	8	2	2	30	2	1	2	1	1	35	1	0	1	2
2	64	1	9	2	2	38	1	2	1	1	1	35	0	1	0	1
2	64	1	10	2	2	18	2	2	1	1	1	35	1	1	0	2
2	64	1	11	2	1	42	2	1	1	0	1	35	1	0	0	1
2	64	1	12	1	2	42	2	1	2	1	1	35	1	0	1	2
2	64	1	13	2	2	42	2	2	2	1	1	35	1	1	1	3
2	64	1	14	2	2	28	2	2	2	1	1	35	1	1	1	3
2	64	1	15	2	2	24	2	2	2	1	1	35	1	1	1	3
2	64	2	1	0	1	35	0	0	0	0	1	35	0	0	0	0
2	64	2	2	1	1	27	1	2	1	0	1	35	0	1	0	1
2	64	2	3	2	2	37	2	2	2	1	1	35	1	1	1	3
2	64	2	4	2	2	17	2	2	2	1	1	35	1	1	1	3
2	64	2	5	2	1	46	2	1	2	0	1	35	1	0	1	2
2	64	2	6	1	2	46	2	1	2	1	1	35	1	0	1	2
2	64	2	7	2	2	43	2	1	1	1	1	35	1	0	0	1
2	64	2	8	2	2	47	1	1	2	1	1	35	0	0	1	1
2	64	2	9	2	2	34	2	1	2	1	1	35	1	0	1	2
2	64	2	10	2	2	37	2	1	2	1	1	35	1	0	1	2
2	64	2	11	2	2	49	2	2	2	1	1	35	1	1	1	3
2	64	2	12	2	2	37	2	2	1	1	1	35	1	1	0	2
2	64	2	13	2	2	34	2	1	2	1	1	35	1	0	1	2
2	64	2	14	2	2	44	2	1	2	1	1	35	1	0	1	2
2	64	2	15	2	2	56	2	2	2	1	1	35	1	1	1	3
2	65	1	1	0	2	36	0	0	0	1	1	38	0	0	0	0
2	65	1	2	2	2	30	1	1	1	1	1	38	0	0	0	0
2	65	1	3	2	2	47	2	1	2	1	1	38	1	0	1	2
2	65	1	4	2	2	29	2	1	2	1	1	38	1	0	1	2
2	65	1	5	1	2	31	2	1	2	1	1	38	1	0	1	2
2	65	1	6	1	1	35	2	1	1	0	1	38	1	0	0	1
2	65	1	7	2	1	12	2	1	2	0	1	38	1	0	1	2
2	65	1	8	2	2	44	2	1	2	1	1	38	1	0	1	2
2	65	1	9	2	2	36	1	2	1	1	1	38	0	1	0	1
2	65	1	10	2	2	15	2	2	1	1	1	38	1	1	0	2
2	65	1	11	1	1	37	2	1	1	0	1	38	1	0	0	1
2	65	1	12	2	1	28	2	1	2	0	1	38	1	0	1	2
2	65	1	13	2	2	39	2	2	2	1	1	38	1	1	1	3
2	65	1	14	2	2	37	2	2	2	1	1	38	1	1	1	3
2	65	1	15	2	2	56	2	2	2	1	1	38	1	1	1	3
2	65	2	1	0	1	14	0	0	0	0	1	38	0	0	0	0
2	65	2	2	1	1	31	1	2	1	0	1	38	0	1	0	1
2	65	2	3	2	1	16	2	2	2	0	1	38	1	1	1	3
2	65	2	4	2	2	38	2	2	2	1	1	38	1	1	1	3
2	65	2	5	2	2	28	2	1	2	1	1	38	1	0	1	2
2	65	2	6	2	2	25	2	1	2	1	1	38	1	0	1	2
2	65	2	7	1	1	8	2	1	1	0	1	38	1	0	0	1
2	65	2	8	2	2	45	1	1	2	1	1	38	0	0	1	1
2	65	2	9	2	2	28	2	1	2	1	1	38	1	0	1	2
2	65	2	10	2	2	30	2	1	2	1	1	38	1	0	1	2
2	65	2	11	2	2	42	2	2	2	1	1	38	1	1	1	3
2	65	2	12	2	2	28	2	2	1	1	1	38	1	1	0	2
2	65	2	13	2	1	40	2	1	2	0	1	38	1	0	1	2
2	65	2	14	1	2	38	2	1	2	1	1	38	1	0	1	2
2	65	2	15	2	2	50	2	2	2	1	1	38	1	1	1	3
2	66	1	1	0	2	53	0	0	0	1	2	32	0	0	0	0
2	66	1	2	2	2	16	1	2	1	1	2	32	0	1	0	1
2	66	1	3	2	1	26	2	2	2	0	2	32	1	1	1	3
2	66	1	4	2	1	35	2	2	2	0	2	32	1	1	1	3
2	66	1	5	2	1	20	2	1	2	0	2	32	1	0	1	2
2	66	1	6	2	1	30	2	1	2	0	2	32	1	0	1	2
2	66	1	7	2	1	32	2	1	1	0	2	32	1	0	0	1
2	66	1	8	1	2	25	1	1	2	1	2	32	0	0	1	1
2	66	1	9	2	2	29	2	1	2	1	2	32	1	0	1	2
2	66	1	10	2	2	17	2	1	2	1	2	32	1	0	1	2
2	66	1	11	2	1	22	2	2	2	0	2	32	1	1	1	3
2	66	1	12	2	1	17	2	2	1	0	2	32	1	1	0	2
2	66	1	13	2	2	52	2	1	2	1	2	32	1	0	1	2
2	66	1	14	2	2	62	2	1	2	1	2	32	1	0	1	2
2	66	1	15	2	2	37	2	2	2	1	2	32	1	1	1	3
2	66	2	1	0	1	12	0	0	0	0	2	32	0	0	0	0
2	66	2	2	1	2	44	1	1	1	1	2	32	0	0	0	0
2	66	2	3	1	2	27	2	1	2	1	2	32	1	0	1	2
2	66	2	4	2	2	30	2	1	2	1	2	32	1	0	1	2
2	66	2	5	2	1	28	2	1	2	0	2	32	1	0	1	2
2	66	2	6	2	2	42	2	1	1	1	2	32	1	0	0	1
2	66	2	7	2	2	29	2	1	2	1	2	32	1	0	1	2
2	66	2	8	2	2	43	2	1	2	1	2	32	1	0	1	2
2	66	2	9	1	2	30	1	2	1	1	2	32	0	1	0	1
2	66	2	10	2	2	46	2	2	1	1	2	32	1	1	0	2
2	66	2	11	2	2	48	2	1	1	1	2	32	1	0	0	1
2	66	2	12	2	2	29	2	1	2	1	2	32	1	0	1	2
2	66	2	13	1	2	37	2	2	2	1	2	32	1	1	1	3
2	66	2	14	2	2	28	2	2	2	1	2	32	1	1	1	3
2	66	2	15	1	2	27	2	2	2	1	2	32	1	1	1	3
2	67	1	1	0	1	21	0	0	0	0	1	32	0	0	0	0
2	67	1	2	1	1	28	1	1	1	0	1	32	0	0	0	0
2	67	1	3	2	2	56	2	1	2	1	1	32	1	0	1	2
2	67	1	4	2	2	37	2	1	2	1	1	32	1	0	1	2
2	67	1	5	1	2	44	2	1	2	1	1	32	1	0	1	2
2	67	1	6	1	1	24	2	1	1	0	1	32	1	0	0	1
2	67	1	7	2	2	51	2	1	2	1	1	32	1	0	1	2
2	67	1	8	1	2	19	2	1	2	1	1	32	1	0	1	2
2	67	1	9	2	1	27	1	2	1	0	1	32	0	1	0	1
2	67	1	10	1	2	26	2	2	1	1	1	32	1	1	0	2
2	67	1	11	1	1	33	2	1	1	0	1	32	1	0	0	1
2	67	1	12	2	1	37	2	1	2	0	1	32	1	0	1	2
2	67	1	13	1	2	28	2	2	2	1	1	32	1	1	1	3
2	67	1	14	2	1	35	2	2	2	0	1	32	1	1	1	3
2	67	1	15	2	1	34	2	2	2	0	1	32	1	1	1	3
2	67	2	1	0	2	31	0	0	0	1	1	32	0	0	0	0
2	67	2	2	2	2	30	1	2	1	1	1	32	0	1	0	1
2	67	2	3	1	2	48	2	2	2	1	1	32	1	1	1	3
2	67	2	4	1	2	20	2	2	2	1	1	32	1	1	1	3
2	67	2	5	2	1	7	2	1	2	0	1	32	1	0	1	2
2	67	2	6	2	2	31	2	1	2	1	1	32	1	0	1	2
2	67	2	7	1	1	33	2	1	1	0	1	32	1	0	0	1
2	67	2	8	1	1	15	1	1	2	0	1	32	0	0	1	1
2	67	2	9	2	2	43	2	1	2	1	1	32	1	0	1	2
2	67	2	10	2	2	40	2	1	2	1	1	32	1	0	1	2
2	67	2	11	2	2	18	2	2	2	1	1	32	1	1	1	3
2	67	2	12	1	2	44	2	2	1	1	1	32	1	1	0	2
2	67	2	13	2	2	26	2	1	2	1	1	32	1	0	1	2
2	67	2	14	2	1	28	2	1	2	0	1	32	1	0	1	2
2	67	2	15	2	2	33	2	2	2	1	1	32	1	1	1	3
2	68	1	1	0	2	21	0	0	0	1	2	22	0	0	0	0
2	68	1	2	2	1	33	1	2	1	0	2	22	0	1	0	1
2	68	1	3	2	1	37	2	2	2	0	2	22	1	1	1	3
2	68	1	4	2	1	28	2	2	2	0	2	22	1	1	1	3
2	68	1	5	2	1	37	2	1	2	0	2	22	1	0	1	2
2	68	1	6	2	1	27	2	1	2	0	2	22	1	0	1	2
2	68	1	7	1	2	22	2	1	1	1	2	22	1	0	0	1
2	68	1	8	2	1	33	1	1	2	0	2	22	0	0	1	1
2	68	1	9	2	1	17	2	1	2	0	2	22	1	0	1	2
2	68	1	10	2	2	51	2	1	2	1	2	22	1	0	1	2
2	68	1	11	2	2	38	2	2	2	1	2	22	1	1	1	3
2	68	1	12	2	2	47	2	2	1	1	2	22	1	1	0	2
2	68	1	13	1	2	41	2	1	2	1	2	22	1	0	1	2
2	68	1	14	1	2	26	2	1	2	1	2	22	1	0	1	2
2	68	1	15	1	2	45	2	2	2	1	2	22	1	1	1	3
2	68	2	1	0	2	40	0	0	0	1	2	22	0	0	0	0
2	68	2	2	2	2	45	1	1	1	1	2	22	0	0	0	0
2	68	2	3	2	2	41	2	1	2	1	2	22	1	0	1	2
2	68	2	4	2	2	50	2	1	2	1	2	22	1	0	1	2
2	68	2	5	2	2	49	2	1	2	1	2	22	1	0	1	2
2	68	2	6	1	2	27	2	1	1	1	2	22	1	0	0	1
2	68	2	7	2	2	56	2	1	2	1	2	22	1	0	1	2
2	68	2	8	2	2	25	2	1	2	1	2	22	1	0	1	2
2	68	2	9	1	2	44	1	2	1	1	2	22	0	1	0	1
2	68	2	10	2	2	27	2	2	1	1	2	22	1	1	0	2
2	68	2	11	2	2	51	2	1	1	1	2	22	1	0	0	1
2	68	2	12	2	2	26	2	1	2	1	2	22	1	0	1	2
2	68	2	13	2	1	28	2	2	2	0	2	22	1	1	1	3
2	68	2	14	2	2	27	2	2	2	1	2	22	1	1	1	3
2	68	2	15	1	2	34	2	2	2	1	2	22	1	1	1	3
2	69	1	1	0	1	15	0	0	0	0	1	26	0	0	0	0
2	69	1	2	2	2	30	1	1	1	1	1	26	0	0	0	0
2	69	1	3	2	2	38	2	1	2	1	1	26	1	0	1	2
2	69	1	4	2	1	26	2	1	2	0	1	26	1	0	1	2
2	69	1	5	1	2	23	2	1	2	1	1	26	1	0	1	2
2	69	1	6	2	2	42	2	1	1	1	1	26	1	0	0	1
2	69	1	7	2	2	44	2	1	2	1	1	26	1	0	1	2
2	69	1	8	2	2	31	2	1	2	1	1	26	1	0	1	2
2	69	1	9	2	2	38	1	2	1	1	1	26	0	1	0	1
2	69	1	10	1	2	24	2	2	1	1	1	26	1	1	0	2
2	69	1	11	2	1	31	2	1	1	0	1	26	1	0	0	1
2	69	1	12	2	1	43	2	1	2	0	1	26	1	0	1	2
2	69	1	13	1	2	35	2	2	2	1	1	26	1	1	1	3
2	69	1	14	2	2	44	2	2	2	1	1	26	1	1	1	3
2	69	1	15	1	2	19	2	2	2	1	1	26	1	1	1	3
2	69	2	1	0	1	38	0	0	0	0	1	26	0	0	0	0
2	69	2	2	2	1	23	1	2	1	0	1	26	0	1	0	1
2	69	2	3	1	2	45	2	2	2	1	1	26	1	1	1	3
2	69	2	4	2	2	58	2	2	2	1	1	26	1	1	1	3
2	69	2	5	2	2	32	2	1	2	1	1	26	1	0	1	2
2	69	2	6	2	2	32	2	1	2	1	1	26	1	0	1	2
2	69	2	7	2	2	48	2	1	1	1	1	26	1	0	0	1
2	69	2	8	1	1	11	1	1	2	0	1	26	0	0	1	1
2	69	2	9	1	2	41	2	1	2	1	1	26	1	0	1	2
2	69	2	10	2	2	37	2	1	2	1	1	26	1	0	1	2
2	69	2	11	2	2	54	2	2	2	1	1	26	1	1	1	3
2	69	2	12	2	2	27	2	2	1	1	1	26	1	1	0	2
2	69	2	13	2	1	45	2	1	2	0	1	26	1	0	1	2
2	69	2	14	2	1	42	2	1	2	0	1	26	1	0	1	2
2	69	2	15	2	1	34	2	2	2	0	1	26	1	1	1	3
2	70	1	1	0	2	35	0	0	0	1	2	22	0	0	0	0
2	70	1	2	1	1	17	1	2	1	0	2	22	0	1	0	1
2	70	1	3	1	2	30	2	2	2	1	2	22	1	1	1	3
2	70	1	4	2	2	22	2	2	2	1	2	22	1	1	1	3
2	70	1	5	2	2	24	2	1	2	1	2	22	1	0	1	2
2	70	1	6	2	1	22	2	1	2	0	2	22	1	0	1	2
2	70	1	7	2	2	30	2	1	1	1	2	22	1	0	0	1
2	70	1	8	2	2	31	1	1	2	1	2	22	0	0	1	1
2	70	1	9	1	1	34	2	1	2	0	2	22	1	0	1	2
2	70	1	10	2	1	38	2	1	2	0	2	22	1	0	1	2
2	70	1	11	2	1	44	2	2	2	0	2	22	1	1	1	3
2	70	1	12	1	2	30	2	2	1	1	2	22	1	1	0	2
2	70	1	13	1	2	55	2	1	2	1	2	22	1	0	1	2
2	70	1	14	2	2	42	2	1	2	1	2	22	1	0	1	2
2	70	1	15	2	2	28	2	2	2	1	2	22	1	1	1	3
2	70	2	1	0	1	42	0	0	0	0	2	22	0	0	0	0
2	70	2	2	1	1	20	1	1	1	0	2	22	0	0	0	0
2	70	2	3	1	2	47	2	1	2	1	2	22	1	0	1	2
2	70	2	4	1	2	44	2	1	2	1	2	22	1	0	1	2
2	70	2	5	2	2	48	2	1	2	1	2	22	1	0	1	2
2	70	2	6	2	2	34	2	1	1	1	2	22	1	0	0	1
2	70	2	7	1	1	32	2	1	2	0	2	22	1	0	1	2
2	70	2	8	2	2	43	2	1	2	1	2	22	1	0	1	2
2	70	2	9	1	2	33	1	2	1	1	2	22	0	1	0	1
2	70	2	10	1	2	26	2	2	1	1	2	22	1	1	0	2
2	70	2	11	1	2	46	2	1	1	1	2	22	1	0	0	1
2	70	2	12	1	2	63	2	1	2	1	2	22	1	0	1	2
2	70	2	13	2	2	56	2	2	2	1	2	22	1	1	1	3
2	70	2	14	2	2	51	2	2	2	1	2	22	1	1	1	3
2	70	2	15	2	2	48	2	2	2	1	2	22	1	1	1	3
3	7	1	1	0	1	50	0	0	0	0	1	20	0	0	0	0
3	7	1	2	2	1	34	1	1	1	0	1	20	0	0	0	0
3	7	1	3	2	1	46	2	1	2	0	1	20	1	0	1	2
3	7	1	4	2	1	22	2	1	2	0	1	20	1	0	1	2
3	7	1	5	2	1	35	2	1	2	0	1	20	1	0	1	2
3	7	1	6	1	1	43	2	1	1	0	1	20	1	0	0	1
3	7	1	7	2	1	26	2	1	2	0	1	20	1	0	1	2
3	7	1	8	1	2	37	2	1	2	1	1	20	1	0	1	2
3	7	1	9	2	2	61	1	2	1	1	1	20	0	1	0	1
3	7	1	10	2	2	28	2	2	1	1	1	20	1	1	0	2
3	7	1	11	2	1	28	2	1	1	0	1	20	1	0	0	1
3	7	1	12	1	2	40	2	1	2	1	1	20	1	0	1	2
3	7	1	13	2	2	33	2	2	2	1	1	20	1	1	1	3
3	7	1	14	2	1	32	2	2	2	0	1	20	1	1	1	3
3	7	1	15	1	2	46	2	2	2	1	1	20	1	1	1	3
3	7	2	1	0	1	56	0	0	0	0	1	20	0	0	0	0
3	7	2	2	2	1	38	1	2	1	0	1	20	0	1	0	1
3	7	2	3	2	1	29	2	2	2	0	1	20	1	1	1	3
3	7	2	4	1	2	53	2	2	2	1	1	20	1	1	1	3
3	7	2	5	2	2	31	2	1	2	1	1	20	1	0	1	2
3	7	2	6	1	2	35	2	1	2	1	1	20	1	0	1	2
3	7	2	7	2	1	33	2	1	1	0	1	20	1	0	0	1
3	7	2	8	2	1	25	1	1	2	0	1	20	0	0	1	1
3	7	2	9	1	2	44	2	1	2	1	1	20	1	0	1	2
3	7	2	10	2	2	50	2	1	2	1	1	20	1	0	1	2
3	7	2	11	1	2	36	2	2	2	1	1	20	1	1	1	3
3	7	2	12	2	2	42	2	2	1	1	1	20	1	1	0	2
3	7	2	13	1	2	53	2	1	2	1	1	20	1	0	1	2
3	7	2	14	2	1	11	2	1	2	0	1	20	1	0	1	2
3	7	2	15	2	2	34	2	2	2	1	1	20	1	1	1	3
3	8	1	1	0	1	21	0	0	0	0	2	22	0	0	0	0
3	8	1	2	1	1	20	1	2	1	0	2	22	0	1	0	1
3	8	1	3	1	2	38	2	2	2	1	2	22	1	1	1	3
3	8	1	4	1	2	35	2	2	2	1	2	22	1	1	1	3
3	8	1	5	1	2	59	2	1	2	1	2	22	1	0	1	2
3	8	1	6	1	1	40	2	1	2	0	2	22	1	0	1	2
3	8	1	7	1	2	35	2	1	1	1	2	22	1	0	0	1
3	8	1	8	1	2	46	1	1	2	1	2	22	0	0	1	1
3	8	1	9	1	1	38	2	1	2	0	2	22	1	0	1	2
3	8	1	10	1	2	51	2	1	2	1	2	22	1	0	1	2
3	8	1	11	1	1	23	2	2	2	0	2	22	1	1	1	3
3	8	1	12	1	2	46	2	2	1	1	2	22	1	1	0	2
3	8	1	13	1	2	40	2	1	2	1	2	22	1	0	1	2
3	8	1	14	1	2	33	2	1	2	1	2	22	1	0	1	2
3	8	1	15	1	2	40	2	2	2	1	2	22	1	1	1	3
3	8	2	1	0	2	35	0	0	0	1	2	22	0	0	0	0
3	8	2	2	1	1	6	1	1	1	0	2	22	0	0	0	0
3	8	2	3	1	2	56	2	1	2	1	2	22	1	0	1	2
3	8	2	4	1	2	28	2	1	2	1	2	22	1	0	1	2
3	8	2	5	1	2	42	2	1	2	1	2	22	1	0	1	2
3	8	2	6	1	2	45	2	1	1	1	2	22	1	0	0	1
3	8	2	7	2	2	47	2	1	2	1	2	22	1	0	1	2
3	8	2	8	2	2	41	2	1	2	1	2	22	1	0	1	2
3	8	2	9	2	2	46	1	2	1	1	2	22	0	1	0	1
3	8	2	10	2	2	40	2	2	1	1	2	22	1	1	0	2
3	8	2	11	2	2	24	2	1	1	1	2	22	1	0	0	1
3	8	2	12	2	2	25	2	1	2	1	2	22	1	0	1	2
3	8	2	13	2	2	37	2	2	2	1	2	22	1	1	1	3
3	8	2	14	1	2	20	2	2	2	1	2	22	1	1	1	3
3	8	2	15	1	2	19	2	2	2	1	2	22	1	1	1	3
3	11	1	1	0	2	35	0	0	0	1	2	20	0	0	0	0
3	11	1	2	1	1	23	1	2	1	0	2	20	0	1	0	1
3	11	1	3	1	2	18	2	2	2	1	2	20	1	1	1	3
3	11	1	4	2	1	27	2	2	2	0	2	20	1	1	1	3
3	11	1	5	1	2	44	2	1	2	1	2	20	1	0	1	2
3	11	1	6	1	1	29	2	1	2	0	2	20	1	0	1	2
3	11	1	7	1	2	49	2	1	1	1	2	20	1	0	0	1
3	11	1	8	1	2	37	1	1	2	1	2	20	0	0	1	1
3	11	1	9	1	1	8	2	1	2	0	2	20	1	0	1	2
3	11	1	10	2	2	44	2	1	2	1	2	20	1	0	1	2
3	11	1	11	2	2	25	2	2	2	1	2	20	1	1	1	3
3	11	1	12	2	1	17	2	2	1	0	2	20	1	1	0	2
3	11	1	13	1	2	40	2	1	2	1	2	20	1	0	1	2
3	11	1	14	1	2	58	2	1	2	1	2	20	1	0	1	2
3	11	1	15	1	2	35	2	2	2	1	2	20	1	1	1	3
3	11	2	1	0	2	51	0	0	0	1	2	20	0	0	0	0
3	11	2	2	2	2	26	1	1	1	1	2	20	0	0	0	0
3	11	2	3	2	1	20	2	1	2	0	2	20	1	0	1	2
3	11	2	4	1	1	17	2	1	2	0	2	20	1	0	1	2
3	11	2	5	2	2	26	2	1	2	1	2	20	1	0	1	2
3	11	2	6	2	1	23	2	1	1	0	2	20	1	0	0	1
3	11	2	7	1	1	32	2	1	2	0	2	20	1	0	1	2
3	11	2	8	1	1	5	2	1	2	0	2	20	1	0	1	2
3	11	2	9	1	2	34	1	2	1	1	2	20	0	1	0	1
3	11	2	10	2	2	45	2	2	1	1	2	20	1	1	0	2
3	11	2	11	1	2	52	2	1	1	1	2	20	1	0	0	1
3	11	2	12	1	2	26	2	1	2	1	2	20	1	0	1	2
3	11	2	13	1	2	51	2	2	2	1	2	20	1	1	1	3
3	11	2	14	2	2	26	2	2	2	1	2	20	1	1	1	3
3	11	2	15	1	2	46	2	2	2	1	2	20	1	1	1	3
3	12	1	1	0	1	36	0	0	0	0	1	20	0	0	0	0
3	12	1	2	1	1	39	1	1	1	0	1	20	0	0	0	0
3	12	1	3	1	2	33	2	1	2	1	1	20	1	0	1	2
3	12	1	4	1	2	68	2	1	2	1	1	20	1	0	1	2
3	12	1	5	1	2	32	2	1	2	1	1	20	1	0	1	2
3	12	1	6	1	1	18	2	1	1	0	1	20	1	0	0	1
3	12	1	7	1	2	42	2	1	2	1	1	20	1	0	1	2
3	12	1	8	1	2	40	2	1	2	1	1	20	1	0	1	2
3	12	1	9	2	2	53	1	2	1	1	1	20	0	1	0	1
3	12	1	10	1	2	48	2	2	1	1	1	20	1	1	0	2
3	12	1	11	1	1	17	2	1	1	0	1	20	1	0	0	1
3	12	1	12	1	2	52	2	1	2	1	1	20	1	0	1	2
3	12	1	13	2	2	24	2	2	2	1	1	20	1	1	1	3
