subsistence	playerNr	treatment	per	infoChoice	decision	payoff	demonstrator1	demonstrator2	demonstrator3	opt	orderTreatments	age	optDemo1	optDemo2	optDemo3	sumDemoOpt
3	12	1	14	1	2	24	2	2	2	1	1	20	1	1	1	3
3	12	1	15	1	2	49	2	2	2	1	1	20	1	1	1	3
3	12	2	1	0	1	47	0	0	0	0	1	20	0	0	0	0
3	12	2	2	1	1	29	1	2	1	0	1	20	0	1	0	1
3	12	2	3	1	2	43	2	2	2	1	1	20	1	1	1	3
3	12	2	4	1	2	47	2	2	2	1	1	20	1	1	1	3
3	12	2	5	2	2	20	2	1	2	1	1	20	1	0	1	2
3	12	2	6	1	2	44	2	1	2	1	1	20	1	0	1	2
3	12	2	7	1	1	17	2	1	1	0	1	20	1	0	0	1
3	12	2	8	1	1	31	1	1	2	0	1	20	0	0	1	1
3	12	2	9	2	1	30	2	1	2	0	1	20	1	0	1	2
3	12	2	10	1	2	28	2	1	2	1	1	20	1	0	1	2
3	12	2	11	1	2	49	2	2	2	1	1	20	1	1	1	3
3	12	2	12	2	2	44	2	2	1	1	1	20	1	1	0	2
3	12	2	13	1	2	36	2	1	2	1	1	20	1	0	1	2
3	12	2	14	1	2	40	2	1	2	1	1	20	1	0	1	2
3	12	2	15	2	2	41	2	2	2	1	1	20	1	1	1	3
3	15	1	1	0	1	22	0	0	0	0	2	25	0	0	0	0
3	15	1	2	1	1	30	1	2	1	0	2	25	0	1	0	1
3	15	1	3	1	2	35	2	2	2	1	2	25	1	1	1	3
3	15	1	4	1	2	27	2	2	2	1	2	25	1	1	1	3
3	15	1	5	1	2	52	2	1	2	1	2	25	1	0	1	2
3	15	1	6	1	1	25	2	1	2	0	2	25	1	0	1	2
3	15	1	7	1	2	36	2	1	1	1	2	25	1	0	0	1
3	15	1	8	1	2	59	1	1	2	1	2	25	0	0	1	1
3	15	1	9	1	1	41	2	1	2	0	2	25	1	0	1	2
3	15	1	10	2	1	21	2	1	2	0	2	25	1	0	1	2
3	15	1	11	1	1	37	2	2	2	0	2	25	1	1	1	3
3	15	1	12	1	2	21	2	2	1	1	2	25	1	1	0	2
3	15	1	13	1	2	40	2	1	2	1	2	25	1	0	1	2
3	15	1	14	1	2	42	2	1	2	1	2	25	1	0	1	2
3	15	1	15	1	2	42	2	2	2	1	2	25	1	1	1	3
3	15	2	1	0	1	27	0	0	0	0	2	25	0	0	0	0
3	15	2	2	1	1	38	1	1	1	0	2	25	0	0	0	0
3	15	2	3	1	2	45	2	1	2	1	2	25	1	0	1	2
3	15	2	4	1	2	15	2	1	2	1	2	25	1	0	1	2
3	15	2	5	1	2	25	2	1	2	1	2	25	1	0	1	2
3	15	2	6	1	2	29	2	1	1	1	2	25	1	0	0	1
3	15	2	7	1	1	27	2	1	2	0	2	25	1	0	1	2
3	15	2	8	1	1	8	2	1	2	0	2	25	1	0	1	2
3	15	2	9	1	2	52	1	2	1	1	2	25	0	1	0	1
3	15	2	10	1	2	45	2	2	1	1	2	25	1	1	0	2
3	15	2	11	1	2	33	2	1	1	1	2	25	1	0	0	1
3	15	2	12	1	2	49	2	1	2	1	2	25	1	0	1	2
3	15	2	13	2	1	43	2	2	2	0	2	25	1	1	1	3
3	15	2	14	1	2	46	2	2	2	1	2	25	1	1	1	3
3	15	2	15	1	2	36	2	2	2	1	2	25	1	1	1	3
3	17	1	1	0	2	27	0	0	0	1	2	20	0	0	0	0
3	17	1	2	1	1	41	1	2	1	0	2	20	0	1	0	1
3	17	1	3	1	2	33	2	2	2	1	2	20	1	1	1	3
3	17	1	4	1	2	43	2	2	2	1	2	20	1	1	1	3
3	17	1	5	1	2	36	2	1	2	1	2	20	1	0	1	2
3	17	1	6	1	1	35	2	1	2	0	2	20	1	0	1	2
3	17	1	7	1	2	35	2	1	1	1	2	20	1	0	0	1
3	17	1	8	1	2	27	1	1	2	1	2	20	0	0	1	1
3	17	1	9	1	1	32	2	1	2	0	2	20	1	0	1	2
3	17	1	10	1	2	47	2	1	2	1	2	20	1	0	1	2
3	17	1	11	1	1	22	2	2	2	0	2	20	1	1	1	3
3	17	1	12	1	2	34	2	2	1	1	2	20	1	1	0	2
3	17	1	13	1	2	42	2	1	2	1	2	20	1	0	1	2
3	17	1	14	1	2	28	2	1	2	1	2	20	1	0	1	2
3	17	1	15	1	2	23	2	2	2	1	2	20	1	1	1	3
3	17	2	1	0	2	43	0	0	0	1	2	20	0	0	0	0
3	17	2	2	1	1	24	1	1	1	0	2	20	0	0	0	0
3	17	2	3	1	2	33	2	1	2	1	2	20	1	0	1	2
3	17	2	4	1	2	33	2	1	2	1	2	20	1	0	1	2
3	17	2	5	1	2	34	2	1	2	1	2	20	1	0	1	2
3	17	2	6	1	2	22	2	1	1	1	2	20	1	0	0	1
3	17	2	7	1	1	31	2	1	2	0	2	20	1	0	1	2
3	17	2	8	1	1	41	2	1	2	0	2	20	1	0	1	2
3	17	2	9	1	2	42	1	2	1	1	2	20	0	1	0	1
3	17	2	10	1	2	36	2	2	1	1	2	20	1	1	0	2
3	17	2	11	1	2	27	2	1	1	1	2	20	1	0	0	1
3	17	2	12	1	2	38	2	1	2	1	2	20	1	0	1	2
3	17	2	13	1	2	32	2	2	2	1	2	20	1	1	1	3
3	17	2	14	2	2	35	2	2	2	1	2	20	1	1	1	3
3	17	2	15	1	2	20	2	2	2	1	2	20	1	1	1	3
3	18	1	1	0	1	26	0	0	0	0	1	25	0	0	0	0
3	18	1	2	1	1	59	1	1	1	0	1	25	0	0	0	0
3	18	1	3	1	2	39	2	1	2	1	1	25	1	0	1	2
3	18	1	4	2	1	16	2	1	2	0	1	25	1	0	1	2
3	18	1	5	1	2	65	2	1	2	1	1	25	1	0	1	2
3	18	1	6	1	1	26	2	1	1	0	1	25	1	0	0	1
3	18	1	7	1	2	52	2	1	2	1	1	25	1	0	1	2
3	18	1	8	1	2	68	2	1	2	1	1	25	1	0	1	2
3	18	1	9	2	2	46	1	2	1	1	1	25	0	1	0	1
3	18	1	10	2	2	35	2	2	1	1	1	25	1	1	0	2
3	18	1	11	2	2	30	2	1	1	1	1	25	1	0	0	1
3	18	1	12	1	2	60	2	1	2	1	1	25	1	0	1	2
3	18	1	13	1	2	35	2	2	2	1	1	25	1	1	1	3
3	18	1	14	1	2	25	2	2	2	1	1	25	1	1	1	3
3	18	1	15	1	2	29	2	2	2	1	1	25	1	1	1	3
3	18	2	1	0	1	41	0	0	0	0	1	25	0	0	0	0
3	18	2	2	2	1	35	1	2	1	0	1	25	0	1	0	1
3	18	2	3	1	2	50	2	2	2	1	1	25	1	1	1	3
3	18	2	4	1	2	26	2	2	2	1	1	25	1	1	1	3
3	18	2	5	1	2	41	2	1	2	1	1	25	1	0	1	2
3	18	2	6	2	2	30	2	1	2	1	1	25	1	0	1	2
3	18	2	7	2	2	49	2	1	1	1	1	25	1	0	0	1
3	18	2	8	2	2	45	1	1	2	1	1	25	0	0	1	1
3	18	2	9	2	2	49	2	1	2	1	1	25	1	0	1	2
3	18	2	10	1	2	14	2	1	2	1	1	25	1	0	1	2
3	18	2	11	2	1	37	2	2	2	0	1	25	1	1	1	3
3	18	2	12	1	2	42	2	2	1	1	1	25	1	1	0	2
3	18	2	13	1	2	42	2	1	2	1	1	25	1	0	1	2
3	18	2	14	2	2	28	2	1	2	1	1	25	1	0	1	2
3	18	2	15	2	1	37	2	2	2	0	1	25	1	1	1	3
3	20	1	1	0	1	3	0	0	0	0	1	20	0	0	0	0
3	20	1	2	1	1	41	1	1	1	0	1	20	0	0	0	0
3	20	1	3	1	2	43	2	1	2	1	1	20	1	0	1	2
3	20	1	4	1	2	47	2	1	2	1	1	20	1	0	1	2
3	20	1	5	1	2	32	2	1	2	1	1	20	1	0	1	2
3	20	1	6	1	1	35	2	1	1	0	1	20	1	0	0	1
3	20	1	7	1	2	55	2	1	2	1	1	20	1	0	1	2
3	20	1	8	1	2	14	2	1	2	1	1	20	1	0	1	2
3	20	1	9	1	1	34	1	2	1	0	1	20	0	1	0	1
3	20	1	10	1	2	39	2	2	1	1	1	20	1	1	0	2
3	20	1	11	2	2	25	2	1	1	1	1	20	1	0	0	1
3	20	1	12	2	1	26	2	1	2	0	1	20	1	0	1	2
3	20	1	13	1	2	47	2	2	2	1	1	20	1	1	1	3
3	20	1	14	1	2	43	2	2	2	1	1	20	1	1	1	3
3	20	1	15	1	2	42	2	2	2	1	1	20	1	1	1	3
3	20	2	1	0	1	28	0	0	0	0	1	20	0	0	0	0
3	20	2	2	1	1	38	1	2	1	0	1	20	0	1	0	1
3	20	2	3	1	2	28	2	2	2	1	1	20	1	1	1	3
3	20	2	4	1	2	19	2	2	2	1	1	20	1	1	1	3
3	20	2	5	1	2	23	2	1	2	1	1	20	1	0	1	2
3	20	2	6	1	2	33	2	1	2	1	1	20	1	0	1	2
3	20	2	7	1	1	30	2	1	1	0	1	20	1	0	0	1
3	20	2	8	1	1	38	1	1	2	0	1	20	0	0	1	1
3	20	2	9	1	2	29	2	1	2	1	1	20	1	0	1	2
3	20	2	10	1	2	44	2	1	2	1	1	20	1	0	1	2
3	20	2	11	1	2	41	2	2	2	1	1	20	1	1	1	3
3	20	2	12	1	2	55	2	2	1	1	1	20	1	1	0	2
3	20	2	13	1	2	46	2	1	2	1	1	20	1	0	1	2
3	20	2	14	2	2	20	2	1	2	1	1	20	1	0	1	2
3	20	2	15	2	1	31	2	2	2	0	1	20	1	1	1	3
3	21	1	1	0	2	37	0	0	0	1	1	20	0	0	0	0
3	21	1	2	1	1	51	1	1	1	0	1	20	0	0	0	0
3	21	1	3	1	2	38	2	1	2	1	1	20	1	0	1	2
3	21	1	4	1	2	48	2	1	2	1	1	20	1	0	1	2
3	21	1	5	1	2	30	2	1	2	1	1	20	1	0	1	2
3	21	1	6	2	2	46	2	1	1	1	1	20	1	0	0	1
3	21	1	7	1	2	41	2	1	2	1	1	20	1	0	1	2
3	21	1	8	1	2	38	2	1	2	1	1	20	1	0	1	2
3	21	1	9	1	1	23	1	2	1	0	1	20	0	1	0	1
3	21	1	10	1	2	31	2	2	1	1	1	20	1	1	0	2
3	21	1	11	1	1	47	2	1	1	0	1	20	1	0	0	1
3	21	1	12	1	2	59	2	1	2	1	1	20	1	0	1	2
3	21	1	13	1	2	53	2	2	2	1	1	20	1	1	1	3
3	21	1	14	1	2	48	2	2	2	1	1	20	1	1	1	3
3	21	1	15	1	2	57	2	2	2	1	1	20	1	1	1	3
3	21	2	1	0	1	26	0	0	0	0	1	20	0	0	0	0
3	21	2	2	2	1	52	1	2	1	0	1	20	0	1	0	1
3	21	2	3	1	2	30	2	2	2	1	1	20	1	1	1	3
3	21	2	4	1	2	51	2	2	2	1	1	20	1	1	1	3
3	21	2	5	1	2	30	2	1	2	1	1	20	1	0	1	2
3	21	2	6	1	2	48	2	1	2	1	1	20	1	0	1	2
3	21	2	7	1	1	10	2	1	1	0	1	20	1	0	0	1
3	21	2	8	1	1	25	1	1	2	0	1	20	0	0	1	1
3	21	2	9	1	2	30	2	1	2	1	1	20	1	0	1	2
3	21	2	10	1	2	19	2	1	2	1	1	20	1	0	1	2
3	21	2	11	1	2	44	2	2	2	1	1	20	1	1	1	3
3	21	2	12	1	2	31	2	2	1	1	1	20	1	1	0	2
3	21	2	13	1	2	21	2	1	2	1	1	20	1	0	1	2
3	21	2	14	1	2	39	2	1	2	1	1	20	1	0	1	2
3	21	2	15	1	2	16	2	2	2	1	1	20	1	1	1	3
3	22	1	1	0	1	20	0	0	0	0	2	28	0	0	0	0
3	22	1	2	2	1	41	1	2	1	0	2	28	0	1	0	1
3	22	1	3	1	2	48	2	2	2	1	2	28	1	1	1	3
3	22	1	4	2	2	21	2	2	2	1	2	28	1	1	1	3
3	22	1	5	1	2	44	2	1	2	1	2	28	1	0	1	2
3	22	1	6	2	2	38	2	1	2	1	2	28	1	0	1	2
3	22	1	7	1	2	39	2	1	1	1	2	28	1	0	0	1
3	22	1	8	2	2	45	1	1	2	1	2	28	0	0	1	1
3	22	1	9	1	1	32	2	1	2	0	2	28	1	0	1	2
3	22	1	10	2	1	33	2	1	2	0	2	28	1	0	1	2
3	22	1	11	1	1	46	2	2	2	0	2	28	1	1	1	3
3	22	1	12	2	1	39	2	2	1	0	2	28	1	1	0	2
3	22	1	13	1	2	29	2	1	2	1	2	28	1	0	1	2
3	22	1	14	2	2	39	2	1	2	1	2	28	1	0	1	2
3	22	1	15	2	2	59	2	2	2	1	2	28	1	1	1	3
3	22	2	1	0	1	34	0	0	0	0	2	28	0	0	0	0
3	22	2	2	1	1	34	1	1	1	0	2	28	0	0	0	0
3	22	2	3	2	1	32	2	1	2	0	2	28	1	0	1	2
3	22	2	4	1	1	33	2	1	2	0	2	28	1	0	1	2
3	22	2	5	2	1	37	2	1	2	0	2	28	1	0	1	2
3	22	2	6	1	2	25	2	1	1	1	2	28	1	0	0	1
3	22	2	7	2	2	53	2	1	2	1	2	28	1	0	1	2
3	22	2	8	1	1	31	2	1	2	0	2	28	1	0	1	2
3	22	2	9	1	2	51	1	2	1	1	2	28	0	1	0	1
3	22	2	10	2	2	18	2	2	1	1	2	28	1	1	0	2
3	22	2	11	1	2	42	2	1	1	1	2	28	1	0	0	1
3	22	2	12	1	2	55	2	1	2	1	2	28	1	0	1	2
3	22	2	13	2	2	54	2	2	2	1	2	28	1	1	1	3
3	22	2	14	1	2	29	2	2	2	1	2	28	1	1	1	3
3	22	2	15	2	2	68	2	2	2	1	2	28	1	1	1	3
3	27	1	1	0	2	41	0	0	0	1	1	20	0	0	0	0
3	27	1	2	1	2	32	1	1	1	1	1	20	0	0	0	0
3	27	1	3	2	1	59	2	1	2	0	1	20	1	0	1	2
3	27	1	4	1	2	31	2	1	2	1	1	20	1	0	1	2
3	27	1	5	2	1	44	2	1	2	0	1	20	1	0	1	2
3	27	1	6	1	2	40	2	1	1	1	1	20	1	0	0	1
3	27	1	7	2	1	43	2	1	2	0	1	20	1	0	1	2
3	27	1	8	1	2	36	2	1	2	1	1	20	1	0	1	2
3	27	1	9	2	1	15	1	2	1	0	1	20	0	1	0	1
3	27	1	10	1	1	14	2	2	1	0	1	20	1	1	0	2
3	27	1	11	2	2	34	2	1	1	1	1	20	1	0	0	1
3	27	1	12	1	2	31	2	1	2	1	1	20	1	0	1	2
3	27	1	13	1	2	43	2	2	2	1	1	20	1	1	1	3
3	27	1	14	2	2	29	2	2	2	1	1	20	1	1	1	3
3	27	1	15	2	1	9	2	2	2	0	1	20	1	1	1	3
3	27	2	1	0	1	47	0	0	0	0	1	20	0	0	0	0
3	27	2	2	1	1	30	1	2	1	0	1	20	0	1	0	1
3	27	2	3	1	2	25	2	2	2	1	1	20	1	1	1	3
3	27	2	4	1	2	56	2	2	2	1	1	20	1	1	1	3
3	27	2	5	1	2	26	2	1	2	1	1	20	1	0	1	2
3	27	2	6	1	2	42	2	1	2	1	1	20	1	0	1	2
3	27	2	7	1	1	24	2	1	1	0	1	20	1	0	0	1
3	27	2	8	1	1	30	1	1	2	0	1	20	0	0	1	1
3	27	2	9	1	2	39	2	1	2	1	1	20	1	0	1	2
3	27	2	10	1	2	39	2	1	2	1	1	20	1	0	1	2
3	27	2	11	1	2	47	2	2	2	1	1	20	1	1	1	3
3	27	2	12	1	2	47	2	2	1	1	1	20	1	1	0	2
3	27	2	13	1	2	42	2	1	2	1	1	20	1	0	1	2
3	27	2	14	1	2	42	2	1	2	1	1	20	1	0	1	2
3	27	2	15	1	2	53	2	2	2	1	1	20	1	1	1	3
3	32	1	1	0	1	18	0	0	0	0	1	20	0	0	0	0
3	32	1	2	1	1	43	1	1	1	0	1	20	0	0	0	0
3	32	1	3	1	2	47	2	1	2	1	1	20	1	0	1	2
3	32	1	4	1	2	51	2	1	2	1	1	20	1	0	1	2
3	32	1	5	2	1	27	2	1	2	0	1	20	1	0	1	2
3	32	1	6	1	1	36	2	1	1	0	1	20	1	0	0	1
3	32	1	7	1	2	32	2	1	2	1	1	20	1	0	1	2
3	32	1	8	1	2	37	2	1	2	1	1	20	1	0	1	2
3	32	1	9	2	2	40	1	2	1	1	1	20	0	1	0	1
3	32	1	10	1	2	45	2	2	1	1	1	20	1	1	0	2
3	32	1	11	1	1	19	2	1	1	0	1	20	1	0	0	1
3	32	1	12	2	2	13	2	1	2	1	1	20	1	0	1	2
3	32	1	13	1	2	35	2	2	2	1	1	20	1	1	1	3
3	32	1	14	1	2	24	2	2	2	1	1	20	1	1	1	3
3	32	1	15	1	2	43	2	2	2	1	1	20	1	1	1	3
3	32	2	1	0	1	19	0	0	0	0	1	20	0	0	0	0
3	32	2	2	1	1	32	1	2	1	0	1	20	0	1	0	1
3	32	2	3	1	2	35	2	2	2	1	1	20	1	1	1	3
3	32	2	4	2	2	44	2	2	2	1	1	20	1	1	1	3
3	32	2	5	1	2	27	2	1	2	1	1	20	1	0	1	2
3	32	2	6	1	2	39	2	1	2	1	1	20	1	0	1	2
3	32	2	7	2	2	50	2	1	1	1	1	20	1	0	0	1
3	32	2	8	1	1	41	1	1	2	0	1	20	0	0	1	1
3	32	2	9	1	2	30	2	1	2	1	1	20	1	0	1	2
3	32	2	10	1	2	43	2	1	2	1	1	20	1	0	1	2
3	32	2	11	2	2	38	2	2	2	1	1	20	1	1	1	3
3	32	2	12	1	2	28	2	2	1	1	1	20	1	1	0	2
3	32	2	13	1	2	57	2	1	2	1	1	20	1	0	1	2
3	32	2	14	2	2	49	2	1	2	1	1	20	1	0	1	2
3	32	2	15	1	2	31	2	2	2	1	1	20	1	1	1	3
3	34	1	1	0	1	20	0	0	0	0	2	25	0	0	0	0
3	34	1	2	1	1	31	1	2	1	0	2	25	0	1	0	1
3	34	1	3	1	2	38	2	2	2	1	2	25	1	1	1	3
3	34	1	4	1	2	35	2	2	2	1	2	25	1	1	1	3
3	34	1	5	1	2	27	2	1	2	1	2	25	1	0	1	2
3	34	1	6	1	1	25	2	1	2	0	2	25	1	0	1	2
3	34	1	7	1	2	32	2	1	1	1	2	25	1	0	0	1
3	34	1	8	1	2	33	1	1	2	1	2	25	0	0	1	1
3	34	1	9	1	1	34	2	1	2	0	2	25	1	0	1	2
3	34	1	10	1	2	38	2	1	2	1	2	25	1	0	1	2
3	34	1	11	1	1	27	2	2	2	0	2	25	1	1	1	3
3	34	1	12	1	2	36	2	2	1	1	2	25	1	1	0	2
3	34	1	13	1	2	31	2	1	2	1	2	25	1	0	1	2
3	34	1	14	1	2	48	2	1	2	1	2	25	1	0	1	2
3	34	1	15	1	2	34	2	2	2	1	2	25	1	1	1	3
3	34	2	1	0	1	43	0	0	0	0	2	25	0	0	0	0
3	34	2	2	1	1	36	1	1	1	0	2	25	0	0	0	0
3	34	2	3	1	1	32	2	1	2	0	2	25	1	0	1	2
3	34	2	4	2	2	38	2	1	2	1	2	25	1	0	1	2
3	34	2	5	2	2	21	2	1	2	1	2	25	1	0	1	2
3	34	2	6	2	1	29	2	1	1	0	2	25	1	0	0	1
3	34	2	7	1	1	32	2	1	2	0	2	25	1	0	1	2
3	34	2	8	2	1	31	2	1	2	0	2	25	1	0	1	2
3	34	2	9	1	1	32	1	2	1	0	2	25	0	1	0	1
3	34	2	10	2	2	48	2	2	1	1	2	25	1	1	0	2
3	34	2	11	2	2	41	2	1	1	1	2	25	1	0	0	1
3	34	2	12	2	2	39	2	1	2	1	2	25	1	0	1	2
3	34	2	13	2	2	68	2	2	2	1	2	25	1	1	1	3
3	34	2	14	2	2	40	2	2	2	1	2	25	1	1	1	3
3	34	2	15	2	2	30	2	2	2	1	2	25	1	1	1	3
3	37	1	1	0	1	26	0	0	0	0	1	20	0	0	0	0
3	37	1	2	1	1	53	1	1	1	0	1	20	0	0	0	0
3	37	1	3	1	2	38	2	1	2	1	1	20	1	0	1	2
3	37	1	4	1	2	39	2	1	2	1	1	20	1	0	1	2
3	37	1	5	1	2	46	2	1	2	1	1	20	1	0	1	2
3	37	1	6	1	1	28	2	1	1	0	1	20	1	0	0	1
3	37	1	7	1	2	28	2	1	2	1	1	20	1	0	1	2
3	37	1	8	1	2	44	2	1	2	1	1	20	1	0	1	2
3	37	1	9	1	1	26	1	2	1	0	1	20	0	1	0	1
3	37	1	10	2	1	43	2	2	1	0	1	20	1	1	0	2
3	37	1	11	1	1	27	2	1	1	0	1	20	1	0	0	1
3	37	1	12	1	2	39	2	1	2	1	1	20	1	0	1	2
3	37	1	13	1	2	37	2	2	2	1	1	20	1	1	1	3
3	37	1	14	1	2	54	2	2	2	1	1	20	1	1	1	3
3	37	1	15	1	2	42	2	2	2	1	1	20	1	1	1	3
3	37	2	1	0	2	38	0	0	0	1	1	20	0	0	0	0
3	37	2	2	1	1	45	1	2	1	0	1	20	0	1	0	1
3	37	2	3	1	2	36	2	2	2	1	1	20	1	1	1	3
3	37	2	4	1	2	38	2	2	2	1	1	20	1	1	1	3
3	37	2	5	1	2	40	2	1	2	1	1	20	1	0	1	2
3	37	2	6	1	2	52	2	1	2	1	1	20	1	0	1	2
3	37	2	7	1	1	27	2	1	1	0	1	20	1	0	0	1
3	37	2	8	1	1	56	1	1	2	0	1	20	0	0	1	1
3	37	2	9	1	2	40	2	1	2	1	1	20	1	0	1	2
3	37	2	10	1	2	22	2	1	2	1	1	20	1	0	1	2
3	37	2	11	1	2	39	2	2	2	1	1	20	1	1	1	3
3	37	2	12	1	2	33	2	2	1	1	1	20	1	1	0	2
3	37	2	13	1	2	43	2	1	2	1	1	20	1	0	1	2
3	37	2	14	1	2	54	2	1	2	1	1	20	1	0	1	2
3	37	2	15	1	2	55	2	2	2	1	1	20	1	1	1	3
3	38	1	1	0	1	18	0	0	0	0	2	20	0	0	0	0
3	38	1	2	1	1	20	1	2	1	0	2	20	0	1	0	1
3	38	1	3	1	2	43	2	2	2	1	2	20	1	1	1	3
3	38	1	4	1	2	30	2	2	2	1	2	20	1	1	1	3
3	38	1	5	1	2	51	2	1	2	1	2	20	1	0	1	2
3	38	1	6	1	1	14	2	1	2	0	2	20	1	0	1	2
3	38	1	7	1	2	42	2	1	1	1	2	20	1	0	0	1
3	38	1	8	2	2	29	1	1	2	1	2	20	0	0	1	1
3	38	1	9	2	1	28	2	1	2	0	2	20	1	0	1	2
3	38	1	10	1	2	41	2	1	2	1	2	20	1	0	1	2
3	38	1	11	1	1	39	2	2	2	0	2	20	1	1	1	3
3	38	1	12	2	1	42	2	2	1	0	2	20	1	1	0	2
3	38	1	13	2	1	23	2	1	2	0	2	20	1	0	1	2
3	38	1	14	2	2	47	2	1	2	1	2	20	1	0	1	2
3	38	1	15	1	2	39	2	2	2	1	2	20	1	1	1	3
3	38	2	1	0	1	26	0	0	0	0	2	20	0	0	0	0
3	38	2	2	1	1	32	1	1	1	0	2	20	0	0	0	0
3	38	2	3	1	2	37	2	1	2	1	2	20	1	0	1	2
3	38	2	4	1	2	51	2	1	2	1	2	20	1	0	1	2
3	38	2	5	1	2	38	2	1	2	1	2	20	1	0	1	2
3	38	2	6	2	2	25	2	1	1	1	2	20	1	0	0	1
3	38	2	7	1	1	26	2	1	2	0	2	20	1	0	1	2
3	38	2	8	1	1	32	2	1	2	0	2	20	1	0	1	2
3	38	2	9	1	2	26	1	2	1	1	2	20	0	1	0	1
3	38	2	10	2	1	26	2	2	1	0	2	20	1	1	0	2
3	38	2	11	1	2	47	2	1	1	1	2	20	1	0	0	1
3	38	2	12	1	2	42	2	1	2	1	2	20	1	0	1	2
3	38	2	13	2	2	44	2	2	2	1	2	20	1	1	1	3
3	38	2	14	2	2	52	2	2	2	1	2	20	1	1	1	3
3	38	2	15	2	2	49	2	2	2	1	2	20	1	1	1	3
3	41	1	1	0	2	34	0	0	0	1	1	20	0	0	0	0
3	41	1	2	2	2	26	1	1	1	1	1	20	0	0	0	0
3	41	1	3	1	2	34	2	1	2	1	1	20	1	0	1	2
3	41	1	4	1	2	51	2	1	2	1	1	20	1	0	1	2
3	41	1	5	2	2	26	2	1	2	1	1	20	1	0	1	2
3	41	1	6	1	1	23	2	1	1	0	1	20	1	0	0	1
3	41	1	7	2	2	19	2	1	2	1	1	20	1	0	1	2
3	41	1	8	1	2	45	2	1	2	1	1	20	1	0	1	2
3	41	1	9	1	1	8	1	2	1	0	1	20	0	1	0	1
3	41	1	10	2	2	50	2	2	1	1	1	20	1	1	0	2
3	41	1	11	1	1	23	2	1	1	0	1	20	1	0	0	1
3	41	1	12	1	2	57	2	1	2	1	1	20	1	0	1	2
3	41	1	13	2	2	20	2	2	2	1	1	20	1	1	1	3
3	41	1	14	1	2	35	2	2	2	1	1	20	1	1	1	3
3	41	1	15	1	2	40	2	2	2	1	1	20	1	1	1	3
3	41	2	1	0	1	20	0	0	0	0	1	20	0	0	0	0
3	41	2	2	2	2	42	1	2	1	1	1	20	0	1	0	1
3	41	2	3	1	2	46	2	2	2	1	1	20	1	1	1	3
3	41	2	4	2	2	53	2	2	2	1	1	20	1	1	1	3
3	41	2	5	1	2	45	2	1	2	1	1	20	1	0	1	2
3	41	2	6	2	2	44	2	1	2	1	1	20	1	0	1	2
3	41	2	7	1	1	38	2	1	1	0	1	20	1	0	0	1
3	41	2	8	2	1	34	1	1	2	0	1	20	0	0	1	1
3	41	2	9	1	2	40	2	1	2	1	1	20	1	0	1	2
3	41	2	10	1	2	56	2	1	2	1	1	20	1	0	1	2
3	41	2	11	2	2	27	2	2	2	1	1	20	1	1	1	3
3	41	2	12	1	2	29	2	2	1	1	1	20	1	1	0	2
3	41	2	13	2	1	33	2	1	2	0	1	20	1	0	1	2
3	41	2	14	1	2	39	2	1	2	1	1	20	1	0	1	2
3	41	2	15	1	2	48	2	2	2	1	1	20	1	1	1	3
3	42	1	1	0	1	12	0	0	0	0	2	18	0	0	0	0
3	42	1	2	1	1	38	1	2	1	0	2	18	0	1	0	1
3	42	1	3	1	2	33	2	2	2	1	2	18	1	1	1	3
3	42	1	4	1	2	30	2	2	2	1	2	18	1	1	1	3
3	42	1	5	1	2	55	2	1	2	1	2	18	1	0	1	2
3	42	1	6	1	1	31	2	1	2	0	2	18	1	0	1	2
3	42	1	7	1	2	35	2	1	1	1	2	18	1	0	0	1
3	42	1	8	1	2	48	1	1	2	1	2	18	0	0	1	1
3	42	1	9	1	1	22	2	1	2	0	2	18	1	0	1	2
3	42	1	10	1	2	23	2	1	2	1	2	18	1	0	1	2
3	42	1	11	1	1	46	2	2	2	0	2	18	1	1	1	3
3	42	1	12	1	2	42	2	2	1	1	2	18	1	1	0	2
3	42	1	13	2	2	42	2	1	2	1	2	18	1	0	1	2
3	42	1	14	2	2	38	2	1	2	1	2	18	1	0	1	2
3	42	1	15	2	1	37	2	2	2	0	2	18	1	1	1	3
3	42	2	1	0	1	30	0	0	0	0	2	18	0	0	0	0
3	42	2	2	2	1	31	1	1	1	0	2	18	0	0	0	0
3	42	2	3	2	1	54	2	1	2	0	2	18	1	0	1	2
3	42	2	4	2	1	43	2	1	2	0	2	18	1	0	1	2
3	42	2	5	2	1	8	2	1	2	0	2	18	1	0	1	2
3	42	2	6	2	1	28	2	1	1	0	2	18	1	0	0	1
3	42	2	7	1	1	53	2	1	2	0	2	18	1	0	1	2
3	42	2	8	1	1	40	2	1	2	0	2	18	1	0	1	2
3	42	2	9	1	2	29	1	2	1	1	2	18	0	1	0	1
3	42	2	10	2	2	48	2	2	1	1	2	18	1	1	0	2
3	42	2	11	1	2	47	2	1	1	1	2	18	1	0	0	1
3	42	2	12	1	2	40	2	1	2	1	2	18	1	0	1	2
3	42	2	13	1	2	23	2	2	2	1	2	18	1	1	1	3
3	42	2	14	1	2	37	2	2	2	1	2	18	1	1	1	3
3	42	2	15	1	2	30	2	2	2	1	2	18	1	1	1	3
3	51	1	1	0	1	37	0	0	0	0	1	20	0	0	0	0
3	51	1	2	1	1	21	1	1	1	0	1	20	0	0	0	0
